full_text,punctuation_text,normalized,hf_final,hf_score
gua mah jalan kaki sampe sudirman ato ga naik tj/mrt,gua mah jalan kaki sampe sudirman ato ga naik tj mrt,saya mah jalan kaki sampai sudirman ato tidak naik tj mrt,Neutral,9.685.483.574.867.240
@luckyybin ada yg i kenal takk tuu i nak pergi tapiii sbb i naik public so risau kang lewat2 sgt takde pulak mrt nyaaa,ada yg i kenal takk tuu i nak pergi tapi sbb i naik public so risau kang lewat sgt takde pulak mrt nya,ada yang saya kenal takk tuu saya anak pergi tapi sbb saya naik public so risau kang lewat sangat takde pulak mrt nya,Negative,9.986.555.576.324.460
Tiap naik mrt dari benhill selalu mules berujung mampir,tiap naik mrt dari benhill selalu mules berujung mampir,tiap naik mrt dari benhill selalu mules berujung mampir,Positive,999.567.449.092.865
Naik MRT aja kalo GBK mah,naik mrt aja kalo gbk mah,naik mrt saja kalau gbk mah,Neutral,712.561.845.779.419
@iamponyo_ Silahkan naik 1N/BW4/MRT jurusan Blok M/Bundaran Senayan/Lebak Bulus turun di Flyover Karet/Karet Sudirman/Bendungan Hilir lalu jalan ke Lawson Satrio disitu naik 5F/6D/JAK.48A jurusan Kampung Melayu/Stasiun Tebet turun di Kota Kasablanka,silahkan naik n bw mrt jurusan blok m bundaran senayan lebak bulus turun di flyover karet karet sudirman bendungan hilir lalu jalan ke lawson satrio disitu naik f d jak a jurusan kampung melayu stasiun tebet turun di kota kasablanka,silahkan naik n bawa mrt jurusan blok m bundaran senayan lebak bulus turun di flyover karet karet sudirman bendungan hilir lalu jalan ke lawson satrio disitu naik f d jak a jurusan kampung melayu stasiun tebet turun di kota kasablanka,Neutral,999.651.312.828.064
2 scheduled bas T810 lewat hrini (bas 7.48 xde) then td tap keluar bas dia tolak RM1 even i ve punched naik td. Pstu bila tap kt enter mrt mutiara damansara insufficient balance pdhal smlm elok je even i tak topup pun. Bonus only 1 lane enter open. I bet todei @askrapidkl prob,scheduled bas t lewat hrini bas xde then td tap keluar bas dia tolak rm even i ve punched naik td pstu bila tap kt enter mrt mutiara damansara insufficient balance pdhal smlm elok je even i tak topup pun bonus only lane enter open i bet todei prob,scheduled bas t lewat hrini bas xde then tadu tap keluar bas dia tolak rm even saya ve punched naik tadu pstu bila tap kita enter mrt mutiara damansara insufficient balance padahal semalam elok je even saya tidak topup pun bonus only lane enter open saya bet todei prob,Neutral,5.283.753.275.871.270
@mrtjakarta apakah tiket MRT naik? Saya menggunakan aplikasi MRT. Dr Lb Bulus - Benhil. Di halaman muka masih 12RB tp lalu ketika mau pembayaran menjadi 13RB.,apakah tiket mrt naik saya menggunakan aplikasi mrt dr lb bulus benhil di halaman muka masih rb tp lalu ketika mau pembayaran menjadi rb,apakah tiket mrt naik saya menggunakan aplikasi mrt dari lembar bulus benhil di halaman muka masih ribu tapi lalu ketika mau pembayaran menjadi ribu,Neutral,9.997.214.674.949.640
Pembayaran dengan QRIS Tap saat ini sudah berlaku di semua stasiun MRT Jakarta. Berikut cara menggunakan QRIS Tap untuk naik MRT. https://t.co/tQc33qT1sn,pembayaran dengan qris tap saat ini sudah berlaku di semua stasiun mrt jakarta berikut cara menggunakan qris tap untuk naik mrt,pembayaran dengan qris tap saat ini sudah berlaku di semua stasiun mrt jakarta berikut cara menggunakan qris tap untuk naik mrt,Neutral,9.997.122.883.796.690
@_Bunny9705 Bisaa ka kayaknya lebih deket ke stasiun mrt senayan tapi dr mrt istora mandiri juga bisa atau kalo mau bus listrik naik nya dr depan halte fx bisa naik 1N Blok M - Tanah Abang atau 1 P Blok M - Senen nanti turunnya sama sama di Halte Plaza Indonesia.,bisaa ka kayaknya lebih deket ke stasiun mrt senayan tapi dr mrt istora mandiri juga bisa atau kalo mau bus listrik naik nya dr depan halte fx bisa naik n blok m tanah abang atau p blok m senen nanti turunnya sama sama di halte plaza indonesia,bisa ka kayaknya lebih deket ke stasiun mrt senayan tapi dari mrt istora mandiri juga bisa atau kalau mau bus listrik naik nya dari depan halte fx bisa naik n blok m tanah abang atau p blok m senin nanti turunnya sama sama di halte plaza indonesia,Neutral,9.995.085.000.991.820
Kemarin pas nunggu ojol di mrt setiabudi barengan pas bubaran konser blackpink. Dan mereka cerdas naik mrt dulu ke stasiun yg ga kedampak konser baru mesen ojol jadi dapetnya cepet harganya normal,kemarin pas nunggu ojol di mrt setiabudi barengan pas bubaran konser blackpink dan mereka cerdas naik mrt dulu ke stasiun yg ga kedampak konser baru mesen ojol jadi dapetnya cepet harganya normal,kemarin pas nunggu ojol di mrt setiabudi bersamaan pas bubaran konser blackpink dan mereka cerdas naik mrt dulu ke stasiun yang tidak kedampak konser baru pesan ojol jadi dapetnya cepat harganya normal,Positive,9.684.801.697.731.010
kalo lg di bogor/bekasi gas aja kemana2 sendiri naik krl biskita tj mrt pas balik jatim kek asdfghjkl,kalo lg di bogor bekasi gas aja kemana sendiri naik krl biskita tj mrt pas balik jatim kek asdfghjkl,kalau lagi di bogor bekasi gas saja kemana sendiri naik krl biskita tj mrt pas balik jatim kek asdfghjkl,Neutral,9.955.784.678.459.160
@Marchfoward Penggunaan sy bulan lepas. Guna utk motor je. Sekali isi full tank. Boleh tahan paling lama 2 minggu. Saya kalau bawa motor style org tua. Bawa slow habis. bawa area Puchong/subang jaya. Kalau nk jalan jauh naik LRT/MRT https://t.co/ddMMmMuL2S,penggunaan sy bulan lepas guna utk motor je sekali isi full tank boleh tahan paling lama minggu saya kalau bawa motor style org tua bawa slow habis bawa area puchong subang jaya kalau nk jalan jauh naik lrt mrt,penggunaan saya bulan lepas guna untuk motor je sekali isi penuh tank boleh tahan paling lama minggu saya kalau bawa motor style orang tua bawa slow habis bawa area puchong subang jaya kalau nk jalan jauh naik lrt mrt,Neutral,9.556.316.137.313.840
Yixing mondar mandir Beijing Seoul udah kayak gua mondar mandir Blok M GI naik MRT anjir,yixing mondar mandir beijing seoul udah kayak gua mondar mandir blok m gi naik mrt anjir,yixing mondar mandir beijing seoul sudah kayak saya mondar mandir blok m lagi naik mrt anjir,Negative,9.905.338.287.353.510
Kadang masih kyk mimpi biasanya pulang dr RSCM naik MRT turun Stasiun Blok M trus dijemput Agus skg gabut amat gue pekerjakan aku guys,kadang masih kyk mimpi biasanya pulang dr rscm naik mrt turun stasiun blok m trus dijemput agus skg gabut amat gue pekerjakan aku guys,kadang masih kayak mimpi biasanya pulang dari rscm naik mrt turun stasiun blok m terus dijemput agus skg menganggur amat saya pekerjakan saya guys,Negative,9.998.519.420.623.770
@joonishim kita kmana yh ke gi aja lah yh??? gw naik apa sih kl mrt apa bs apa krl,kita kmana yh ke gi aja lah yh gw naik apa sih kl mrt apa bs apa krl,kita kmana yh ke lagi saja lah yh saya naik apa sih kalau mrt apa bisa apa krl,Negative,9.997.251.629.829.400
sumpah kemarin w cek di ojol gbk ke grogol 80k lewat app anjing even aplikasi nya aja kapitalis najis gue mah akhirnya w milih naik mrt transit dukuh atas meskipun sampe rumah jam set 1 ‍↔️,sumpah kemarin w cek di ojol gbk ke grogol k lewat app anjing even aplikasi nya aja kapitalis najis gue mah akhirnya w milih naik mrt transit dukuh atas meskipun sampe rumah jam set,sumpah kemarin saya cek di ojol gbk ke grogol k lewat app anjing even aplikasi nya saja kapitalis najis saya mah akhirnya saya pilih naik mrt transit dukuh atas meskipun sampai rumah jam set,Negative,9.993.605.017.662.040
@darilinkedin @gopayindonesia Tadi udah coba naik KRL cuman pas mau tap out problem kartu tidak dikenali pas di gate tap out wkwk di MRT juga sama tadi gratis dah transumnya wkkw,tadi udah coba naik krl cuman pas mau tap out problem kartu tidak dikenali pas di gate tap out wkwk di mrt juga sama tadi gratis dah transumnya wkkw,tadi sudah coba naik krl hanya pas mau tap out problem kartu tidak dikenali pas di gate tap out wkwk di mrt juga sama tadi gratis sudah transumnya wkkw,Negative,9.529.328.942.298.880
@vvobiow Silahkan naik 5C jurusan Juanda turun di Monumen Nasional lalu naik Koridor 1 jurusan Blok M turun di Bundaran HI Astra lalu naik MRT jurusan Lebak Bulus turun di Fatmawati Indomaret,silahkan naik c jurusan juanda turun di monumen nasional lalu naik koridor jurusan blok m turun di bundaran hi astra lalu naik mrt jurusan lebak bulus turun di fatmawati indomaret,silahkan naik c jurusan juanda turun di monumen nasional lalu naik koridor jurusan blok m turun di bundaran hi astra lalu naik mrt jurusan lebak bulus turun di fatmawati indomaret,Neutral,9.997.209.906.578.060
@KiEdySularno Selamat ya...sudah jadi orang keren jalan2nya naik whoosh. Kalo saya sih masih di bagian yg berdesakan di transjakarta transjabodetabek krl dan mrt yg disubsidi. Semoga juga mampu buat jalan2 wisata naik yg nggak disubsidi.,selamat ya sudah jadi orang keren jalannya naik whoosh kalo saya sih masih di bagian yg berdesakan di transjakarta transjabodetabek krl dan mrt yg disubsidi semoga juga mampu buat jalan wisata naik yg nggak disubsidi,selamat ya sudah jadi orang keren jalannya naik whoosh kalau saya sih masih di bagian yang berdesakan di transjakarta transjabodetabek krl dan mrt yang disubsidi semoga juga mampu buat jalan wisata naik yang tidak disubsidi,Positive,9.994.068.145.751.950
Bener deh mau rajin olahraga skrng mah Naik turun tangga mrt aja ngos2an anjirrrrr ampe kena doms,bener deh mau rajin olahraga skrng mah naik turun tangga mrt aja ngosan anjir ampe kena doms,benar deh mau rajin olahraga sekarang mah naik turun tangga mrt saja ngosan anjir ampe kena doms,Negative,9.981.986.880.302.420
Mana ga ada jalan lain lg selain itu buat naik MRT :(,mana ga ada jalan lain lg selain itu buat naik mrt,mana tidak ada jalan lain lagi selain itu buat naik mrt,Negative,8.476.715.683.937.070
@_Bunny9705 Kalo mode hemat bisa naik TJ 1 Blok M - Kota (tapi penuh terus) Tapi kalo mau ngerasain experience naik MRT bisa juga naik dari istora mandiri nanti turun di bundaran HI (menurutku ini agak mahal sekali ngetap),kalo mode hemat bisa naik tj blok m kota tapi penuh terus tapi kalo mau ngerasain experience naik mrt bisa juga naik dari istora mandiri nanti turun di bundaran hi menurutku ini agak mahal sekali ngetap,kalau mode hemat bisa naik tj blok m kota tapi penuh terus tapi kalau mau merasakan experience naik mrt bisa juga naik dari istora mandiri nanti turun di bundaran hi menurutku ini agak mahal sekali ngetap,Negative,9.838.416.576.385.490
@tanyarlfes Dulu sering banget berangkat ke kantor naik mrt nangis mulu bawaannya alhasil sampe kantor bawaan mata pasti sembab ahaha,dulu sering banget berangkat ke kantor naik mrt nangis mulu bawaannya alhasil sampe kantor bawaan mata pasti sembab ahaha,dulu sering sekali berangkat ke kantor naik mrt nangis terus bawaannya alhasil sampai kantor bawaan mata pasti sembab ahaha,Negative,9.984.655.380.249.020
knp ngga naik mrt dan pesan ojol dari stasiun lain?,knp ngga naik mrt dan pesan ojol dari stasiun lain,kenapa tidak naik mrt dan pesan ojol dari stasiun lain,Neutral,9.820.191.860.198.970
suka nih aku yg begini walaupun jarang naik MRT https://t.co/FwMLM5vm3R,suka nih aku yg begini walaupun jarang naik mrt,suka nih saya yang begini walaupun jarang naik mrt,Positive,9.996.683.597.564.690
@hanazira_kim Hmmm it's just a train naik tukar turun. Dri kamu pergi keje kt kl naik van rapid mrt tukar mrt tukar lrt kj naik bas lagi complicated.,hm it s just a train naik tukar turun dri kamu pergi keje kt kl naik van rapid mrt tukar mrt tukar lrt kj naik bas lagi complicated,hm it s just a kereta naik tukar turun dari kamu pergi keje kita kalau naik van rapid mrt tukar mrt tukar lrt kj naik bas lagi complicated,Negative,9.993.098.974.227.900
jadi considering motoran ke lebak bulus lalu naik mrt daripada dipepes tiap hari begini .. tapi costnya jadi bengkak parah,jadi considering motoran ke lebak bulus lalu naik mrt daripada dipepes tiap hari begini tapi costnya jadi bengkak parah,jadi considering motoran ke lebak bulus lalu naik mrt daripada dipepes tiap hari begini tapi costnya jadi bengkak parah,Negative,9.993.261.098.861.690
@annoyedmsian Entah lah dulu time belajar pun serabut betul nak kena naik mrt dari sg buloh pergi tbs pastu ambik bas nak ke johor. Bangang betul. Letih lah.,entah lah dulu time belajar pun serabut betul nak kena naik mrt dari sg buloh pergi tbs pastu ambik bas nak ke johor bangang betul letih lah,entah lah dulu time belajar pun serabut betul anak kena naik mrt dari sg buloh pergi tbs pastu ambik bas anak ke johor bangang betul letih lah,Negative,999.862.790.107.727
ohh gini ya rasanya pulang kuliah hrs naik mrt dan tj,ohh gini ya rasanya pulang kuliah hrs naik mrt dan tj,oh gini ya rasanya pulang kuliah harus naik mrt dan tj,Neutral,7.025.907.635.688.780
Jadilah gua pulang naik MRT,jadilah gua pulang naik mrt,jadilah saya pulang naik mrt,Neutral,9.994.034.767.150.870
@unmagnetism Buat sehat dan kuat jalan bisa dicoba: &gt; Jalan ke stasiun MRT &gt; Turun di halte selanjutnya &gt; Pesen di sana Atau opsi terbaik naik bluebird/taksi ijo lebih worth it,buat sehat dan kuat jalan bisa dicoba gt jalan ke stasiun mrt gt turun di halte selanjutnya gt pesen di sana atau opsi terbaik naik bluebird taksi ijo lebih worth it,buat sehat dan kuat jalan bisa dicoba begitu jalan ke stasiun mrt begitu turun di halte selanjutnya begitu pesan di sana atau opsi terbaik naik bluebird taksi ijo lebih worth it,Positive,9.996.042.847.633.360
@Pedey_ @unmagnetism Naik transportasi umum lah GBK itu udah enak banget bisa naik TJ MRT sama KRL. Terus lanjut ojol dari tempat lain yang lebih sepi lol,naik transportasi umum lah gbk itu udah enak banget bisa naik tj mrt sama krl terus lanjut ojol dari tempat lain yang lebih sepi lol,naik transportasi umum lah gbk itu sudah enak sekali bisa naik tj mrt sama krl terus lanjut ojol dari tempat lain yang lebih sepi lol,Negative,9.969.336.986.541.740
Kenapa ya gw tiap naik mrt selalu gatel mau ke blok m padahal tujuan gw adalah buat PULANG,kenapa ya gw tiap naik mrt selalu gatel mau ke blok m padahal tujuan gw adalah buat pulang,kenapa ya saya tiap naik mrt selalu gatal mau ke blok m padahal tujuan saya adalah buat pulang,Negative,996.394.693.851.471
jujur rada mixed feelings soalnya MALES TOP UP KALO ABIS SALDONYA jauh mesti ke halte tj/stasiun mrt tapi semoga jaklingko naik 2k bisa worth dengan SUPIR RAMAH DAN ARMADA YANG BANYAK AAMIIN,jujur rada mixed feelings soalnya males top up kalo abis saldonya jauh mesti ke halte tj stasiun mrt tapi semoga jaklingko naik k bisa worth dengan supir ramah dan armada yang banyak aamiin,jujur agak mixed feelings soalnya males top up kalau abis saldonya jauh mesti ke halte tj stasiun mrt tapi semoga jaklingko naik k bisa worth dengan supir ramah dan armada yang banyak amin,Positive,9.995.918.869.972.220
Naik KRL hingga MRT Kini Bisa Pakai QRIS Cukup dengan Tap Ponsel https://t.co/KSf8VpqVgr #BeritaSonora via @kompascom,naik krl hingga mrt kini bisa pakai qris cukup dengan tap ponsel beritasonora via,naik krl hingga mrt kini bisa pakai qris cukup dengan tap ponsel beritasonora via,Neutral,9.997.381.567.955.010
@riraebin omggg fahamm.. ohhhh dari mrt to that mall jauh kee and u tadi naik grab lah kan how muchh ? aaa neves lah nnti on dday kang sesat hahahaa,omg fahamm oh dari mrt to that mall jauh kee and u tadi naik grab lah kan how muchh a neves lah nnti on dday kang sesat hahahaa,omg fahamm oh dari mrt to that mall jauh kee and kamu tadi naik grab lah kan how muchh a neves lah nanti on dday kang sesat hahahaa,Negative,9.961.559.176.445.000
@jengderrrr Naik MRT kali,naik mrt kali,naik mrt kali,Neutral,9.968.882.203.102.110
Mending jalan kaki ke fx mesennya dr situ atau sekalian naik MRT aje,mending jalan kaki ke fx mesennya dr situ atau sekalian naik mrt aje,mending jalan kaki ke fx mesennya dari situ atau sekalian naik mrt saja,Neutral,9.979.531.764.984.130
kmrn gw pas bgt balik abis jalan bareng bubaran konser gw naik krl ampe sudirman trs lanjut mrt dukuh atas rame bgt org2 nunggu di jalannya itu sambil mesen ojol,kmrn gw pas bgt balik abis jalan bareng bubaran konser gw naik krl ampe sudirman trs lanjut mrt dukuh atas rame bgt org nunggu di jalannya itu sambil mesen ojol,kemarin saya pas banget balik abis jalan bareng bubaran konser saya naik krl ampe sudirman terus lanjut mrt dukuh atas ramai banget orang nunggu di jalannya itu sambil pesan ojol,Positive,9.959.427.714.347.830
@randomable_ Dripada ngojol gtu knp kalian ga naik MRT dulu aja sampe ke area yg agak lenggang baru dah pesen ojol drsana. Paling ga bisa ngurangi argo nya...walopun bgtu ojol2 jg jgn aji mumpung si krn ga semua org yg nonton konser beduit semua sih...,dripada ngojol gtu knp kalian ga naik mrt dulu aja sampe ke area yg agak lenggang baru dah pesen ojol drsana paling ga bisa ngurangi argo nya walopun bgtu ojol jg jgn aji mumpung si krn ga semua org yg nonton konser beduit semua sih,dripada ngojol begitu kenapa kalian tidak naik mrt dulu saja sampai ke area yang agak lenggang baru sudah pesan ojol drsana paling tidak bisa ngurangi argo nya walopun begitu ojol juga jangan aji mumpung si karena tidak semua orang yang nonton konser beduit semua sih,Negative,999.795.138.835.907
@tanyarlfes Di mrt waktu naik motor toilet umum masjid. Kalo dah pengen nangis mah aku nangis dimana aja nder,di mrt waktu naik motor toilet umum masjid kalo dah pengen nangis mah aku nangis dimana aja nder,di mrt waktu naik motor toilet umum masjid kalau sudah ingin nangis mah saya nangis dimana saja nder,Negative,9.188.650.250.434.870
Cost effectivenya naik mrt pergi kerja. Tapi una suka drive. Cuma cost tu la eah. Kalau sis rempit pergi kerja ni motor tak ada. Lepastu teringat dulu accident rasa seriau pulak. My friend suggested parking haram. Oh tidak .. tidak mahu. Kalau kena towing kena bayar rm300,cost effectivenya naik mrt pergi kerja tapi una suka drive cuma cost tu la eah kalau sis rempit pergi kerja ni motor tak ada lepastu teringat dulu accident rasa seriau pulak my friend suggested parking haram oh tidak tidak mahu kalau kena towing kena bayar rm,cost effectivenya naik mrt pergi kerja tapi una suka drive cuma cost itu la eah kalau sis rempit pergi kerja ini motor tidak ada lepastu teringat dulu accident rasa seriau pulak my friend suggested parking haram oh tidak tidak mahu kalau kena towing kena bayar rm,Negative,7.847.230.434.417.720
Please yg lagi di jkt. Kalau Ke GI dri fx bisa naik MRT kan? Jauh gak kalau naik mrt Mau ketemuan sama teman,please yg lagi di jkt kalau ke gi dri fx bisa naik mrt kan jauh gak kalau naik mrt mau ketemuan sama teman,please yang lagi di jakarta kalau ke lagi dari fx bisa naik mrt kan jauh tidak kalau naik mrt mau ketemuan sama teman,Negative,988.223.135.471.344
gila skr gw udh pinter naik transum bgt gw naik mrt trs sebelah pintu masuk gw lgsg ada 1 bangku kosong. tp pas gw mau duduk ada org deketin bangku gw jg bawa koper n bilang yah udh ditempatin,gila skr gw udh pinter naik transum bgt gw naik mrt trs sebelah pintu masuk gw lgsg ada bangku kosong tp pas gw mau duduk ada org deketin bangku gw jg bawa koper n bilang yah udh ditempatin,gila sekarang saya sudah pintar naik transportasi umum banget saya naik mrt terus sebelah pintu masuk saya langsung ada bangku kosong tapi pas saya mau duduk ada orang deketin bangku saya juga bawa koper n bilang yah sudah ditempatin,Negative,965.076.744.556.427
@tanyarlfes di busway krl mrt stasiun lrt pas lagi naik gojek kamar mandi stasiun. keknya semua tempat transum pernah jadi tempat nangis aku deh nder.,di busway krl mrt stasiun lrt pas lagi naik gojek kamar mandi stasiun keknya semua tempat transum pernah jadi tempat nangis aku deh nder,di busway krl mrt stasiun lrt pas lagi naik gojek kamar mandi stasiun sepertinya semua tempat transportasi umum pernah jadi tempat nangis saya deh nder,Negative,5.033.879.280.090.330
@randomable_ Dari GBK aksesnya masih gampang buat transum bisa naik mrt di istora mandiri (oke kok jalannya ga gitu jauh) terus berhenti di dukuh atas buat yang mau lanjut tj atau krl di sudirman udah deh,dari gbk aksesnya masih gampang buat transum bisa naik mrt di istora mandiri oke kok jalannya ga gitu jauh terus berhenti di dukuh atas buat yang mau lanjut tj atau krl di sudirman udah deh,dari gbk aksesnya masih gampang buat transportasi umum bisa naik mrt di istora mandiri oke kok jalannya tidak begitu jauh terus berhenti di dukuh atas buat yang mau lanjut tj atau krl di sudirman sudah deh,Positive,9.749.892.950.057.980
Naik KRL hingga MRT Kini Bisa Pakai QRIS Cukup dengan Tap Ponsel ~AM #KRL #MRT #QRIS https://t.co/gNPEtfQxig,naik krl hingga mrt kini bisa pakai qris cukup dengan tap ponsel am krl mrt qris,naik krl hingga mrt kini bisa pakai qris cukup dengan tap ponsel am krl mrt qris,Neutral,9.997.188.448.905.940
guess who just back from idea live naik mrt hshshsh sbb takut 1st time pergi sini,guess who just back from idea live naik mrt hshshsh sbb takut st time pergi sini,guess who just back from idea live naik mrt hshshsh sbb takut st time pergi sini,Negative,9.971.708.655.357.360
@BuswayFansC Min kalp pake qris tap naik tije lanjut MRT apakah bisa tarif integrasi?,min kalp pake qris tap naik tije lanjut mrt apakah bisa tarif integrasi,min kalp pakai qris tap naik tije lanjut mrt apakah bisa tarif integrasi,Neutral,9.996.275.901.794.430
gue gak pernah ngojol kalo pulang konser selalu naik mrt buru2 bahkan ampe lari jd msh ada space di mrt,gue gak pernah ngojol kalo pulang konser selalu naik mrt buru bahkan ampe lari jd msh ada space di mrt,saya tidak pernah ngojol kalau pulang konser selalu naik mrt buru bahkan ampe lari jadi masih ada space di mrt,Positive,9.964.258.074.760.430
i used to love rain tapi sekarang kalo hujan berarti gue bakal pulang telat nungguin reda sepatu basah nyampe rumah lama karna macet ga dapet tempat duduk di MRT harga gojek naik rumah bocor. it really is a privilege to love rain,i used to love rain tapi sekarang kalo hujan berarti gue bakal pulang telat nungguin reda sepatu basah nyampe rumah lama karna macet ga dapet tempat duduk di mrt harga gojek naik rumah bocor it really is a privilege to love rain,saya used to cinta rain tapi sekarang kalau hujan berarti saya bakal pulang telat tunggu reda sepatu basah sampai rumah lama karena macet tidak dapat tempat duduk di mrt harga gojek naik rumah bocor it really is a privilege to cinta rain,Positive,9.378.803.372.383.110
Aku belum ngerasain gultik blok m belum nyoba sate taichan menteng masih pengin soto betawi pengin ngerasain naik mrt mau ke aquarium jakarta,aku belum ngerasain gultik blok m belum nyoba sate taichan menteng masih pengin soto betawi pengin ngerasain naik mrt mau ke aquarium jakarta,saya belum merasakan gultik blok m belum coba sate taichan menteng masih ingin soto betawi ingin merasakan naik mrt mau ke aquarium jakarta,Positive,9.934.078.454.971.310
Jarang banget naik MRT di jakarta karena rutenya gak perlu2 banget buat gua. Setelah naik gua berkeseimpulan jakarta wajib berbasis rel. Gak bisa TJ dijadiin sarana utama lagi.,jarang banget naik mrt di jakarta karena rutenya gak perlu banget buat gua setelah naik gua berkeseimpulan jakarta wajib berbasis rel gak bisa tj dijadiin sarana utama lagi,jarang sekali naik mrt di jakarta karena rutenya tidak perlu sekali buat saya setelah naik saya berkeseimpulan jakarta wajib berbasis rel tidak bisa tj dijadikan sarana utama lagi,Negative,9.970.967.769.622.800
Sekarang naik KRL bisa pakai qris tap seru juga ga perlu top up segala. Tapi sistemnya sama kayak MRT ya dihold dulu 13k saldo di rekening terus dibalikin lagi,sekarang naik krl bisa pakai qris tap seru juga ga perlu top up segala tapi sistemnya sama kayak mrt ya dihold dulu k saldo di rekening terus dibalikin lagi,sekarang naik krl bisa pakai qris tap seru juga tidak perlu top up segala tapi sistemnya sama kayak mrt ya dihold dulu k saldo di rekening terus dibalikin lagi,Positive,7.518.843.412.399.290
@Pamankarta Kata siapa orang non jkt g bisa menikmati mrt krl setiap sy k jkt naik transpirtasi tsb klo saya k bdg saya pake yg lbh murah klo dr jkt. dan g setiap hari pp jkt-bdg kko srkedar rekreasi menikmati whoose silahkan saja lah,kata siapa orang non jkt g bisa menikmati mrt krl setiap sy k jkt naik transpirtasi tsb klo saya k bdg saya pake yg lbh murah klo dr jkt dan g setiap hari pp jkt bdg kko srkedar rekreasi menikmati whoose silahkan saja lah,kata siapa orang non jakarta tidak bisa menikmati mrt krl setiap saya k jakarta naik transpirtasi tersebut kalau saya k bandung saya pakai yang lebih murah kalau dari jakarta dan tidak setiap hari pp jakarta bandung kko srkedar rekreasi menikmati whoose silahkan saja lah,Positive,9.141.661.524.772.640
@hollandbekry Yakaannn Dan anyway kemarin itu aku naik MRT padahal ternyata 10 min headway on some cases juga berasa ga reliable ya,yakaan dan anyway kemarin itu aku naik mrt padahal ternyata min headway on some cases juga berasa ga reliable ya,yakaan dan anyway kemarin itu saya naik mrt padahal ternyata min headway on some cases juga berasa tidak reliable ya,Negative,9.994.882.345.199.580
@tanyarlfes Di motor sih kak. Udh paling bener. Klo gada motor ya pas jalan aja mau naik transum yg jalannya jauh. Kek dr MRT Astra ke LRT Dukuh atas,di motor sih kak udh paling bener klo gada motor ya pas jalan aja mau naik transum yg jalannya jauh kek dr mrt astra ke lrt dukuh atas,di motor sih kak sudah paling benar kalau tidak ada motor ya pas jalan saja mau naik transportasi umum yang jalannya jauh kek dari mrt astra ke lrt dukuh atas,Negative,9.853.670.597.076.410
Udah ketebak. Aku keluar fX sekitar 19.30 aja udah pada mangkal di sepanjang Jl. Gelora. Sinyal jelek ditambah matiin aplikasi bakal susah nyari driver. Mending naik MRT atau Trans Jakarta dulu buat menjauh dari GBK baru cari ojol di luar.,udah ketebak aku keluar fx sekitar aja udah pada mangkal di sepanjang jl gelora sinyal jelek ditambah matiin aplikasi bakal susah nyari driver mending naik mrt atau trans jakarta dulu buat menjauh dari gbk baru cari ojol di luar,sudah ketebak saya keluar fx sekitar saja sudah pada mangkal di sepanjang jalan gelora sinyal jelek ditambah matiin aplikasi bakal susah cari driver mending naik mrt atau trans jakarta dulu buat menjauh dari gbk baru cari ojol di luar,Negative,9.998.315.572.738.640
@everlore___ Stasiun sudirman jalan kaki ke bus stop st sudirman 2 ( di atas stasiun mrt dukuh atas ) naik rute 9d️pasar minggu transit halte bundaran hi naik rute 6a ️ragunan via kuningan turun halte rasuna said. itu lebih cepat,stasiun sudirman jalan kaki ke bus stop st sudirman di atas stasiun mrt dukuh atas naik rute d pasar minggu transit halte bundaran hi naik rute a ragunan via kuningan turun halte rasuna said itu lebih cepat,stasiun sudirman jalan kaki ke bus stop st sudirman di atas stasiun mrt dukuh atas naik rute d pasar minggu transit halte bundaran hi naik rute a ragunan via kuningan turun halte rasuna said itu lebih cepat,Neutral,999.031.662.940.979
@randomable_ Padahal kalo mau naik ojol dari gbk gampang bgt sering bgt abis nonton timnas dari gbk pulang naik mrt dulu sampe stasiun yg lebih dkt dari rumah trs baru mesen ojol deh di stasiun itu jadi udah pulangnya aman ga desek²an dan ga kena mark up harga dari ojol juga mikir kids,padahal kalo mau naik ojol dari gbk gampang bgt sering bgt abis nonton timnas dari gbk pulang naik mrt dulu sampe stasiun yg lebih dkt dari rumah trs baru mesen ojol deh di stasiun itu jadi udah pulangnya aman ga desek²an dan ga kena mark up harga dari ojol juga mikir kids,padahal kalau mau naik ojol dari gbk gampang banget sering banget abis nonton timnas dari gbk pulang naik mrt dulu sampai stasiun yang lebih dekat dari rumah terus baru pesan ojol deh di stasiun itu jadi sudah pulangnya aman tidak desek²an dan tidak kena mark up harga dari ojol juga mikir kids,Negative,8.741.272.687.911.980
bongok betul terjatuh eskalator nak kejar mrt punya pasal sebbaik naik kalau turun tergolek tatau apa jadi https://t.co/uAqgDxmAeX,bongok betul terjatuh eskalator nak kejar mrt punya pasal sebbaik naik kalau turun tergolek tatau apa jadi,bongok betul terjatuh eskalator anak kejar mrt punya pasal sebbaik naik kalau turun tergolek tatau apa jadi,Negative,9.998.018.145.561.210
kok bisa salah naik mrt anjg emang gak ditakdirin ngantor,kok bisa salah naik mrt anjg emang gak ditakdirin ngantor,kok bisa salah naik mrt anjg memang tidak ditakdirin ngantor,Negative,9.995.197.057.723.990
