normalized,hf_final,hf_score,label_id
jahat banget bapak bapak tolong aku tiap hari lihat bawa dagangannya selalu mau menangis baik baik jadi orang kamu jangan naik krl saja,Positive,9.998.242.259.025.570,2
anjir naik krl bikin naik darah banget enggak mau lagi kalo enggak urgent,Negative,9.998.406.171.798.700,0
kayanya gajimu sama gaji para pedagang itu sama saja budgetnya mentok naik krl ups maaf kalo kamu pengin sesuatu yang istimewa jangan naik kendaraan yang diisi banyak orang sekarang ada gr abcar gocar yang bisa kamu naikin sendiri dan enggak ganggu kenyamananmu,Negative,8.002.139.925.956.720,0
kalo bau naik mobil sendiri enggak sih berharap apa sama krl 3 ribu wkwkwk,Negative,999.758.780.002.594,0
minlit sehat sehat terus ya kalian harus bawa the boyz lagi tahun depan love you minlit semoga bantal kamu selalu dingin semoga tiap naik krl atau tj selalu dapat tempat duduk,Positive,9.988.344.311.714.170,2
terima kasih comifuro yang bikin gue akhirnya coba naik krl,Positive,9.976.047.277.450.560,2
yaudah naik taxi grab saja beli modil deh sekalian sono repot lo memang krl punya bapak lo,Negative,9.984.788.298.606.870,0
enggak ngalamin naik krl jaman masih kang ngamen dan pedagang asongan masih bisa jualan di kereta kekny nih sender,Neutral,9.723.742.008.209.220,1
gue yang kerja suka naik krl lewat greenline ini enggak pernah ada pikiran kayak begini sumpah gila lo sender bisa bisanya,Neutral,851.483.166.217.804,1
sudah naik krl dari tahun berapa kak btw,Neutral,9.992.534.518.241.880,1
naik krl nih,Neutral,9.939.725.995.063.780,1
kabupaten tangerang tapi bingung mau naik shuttle atau krl,Neutral,9.589.905.738.830.560,1
mbak lo sama mereka sama sama bayar 3 500 4 0 doang ya buat naik krl mikir anjir mereka begitu buat menghidupi satu dua tiga lebih kepala bukan buat memperkaya diri sendiri kayak lo tobat jir belajar bersyukur,Negative,9.996.609.687.805.170,0
kakaknya kerja bawa kelas mercy si saja enak nyaman wangi toh kalo pagi jalanan enggak semacet itu daripada naik krl yakann,Positive,9.993.323.683.738.700,2
malah gua senang perjalanan di memutar apalagi krl an atau naik tj wkwk kalo motoran tergantung mood dan kondisi jalan dagot,Positive,999.552.309.513.092,2
kayaknya paling cepat naik krl saja dari tambun turun klender dari klender gojek saja ke mag atau kalau mau naik tj jaklingko ke pulogadung terus naik jaklingko lagi yang no 24 kalo enggak salah,Neutral,9.938.003.420.829.770,1
lu naik burok saja nder jangan naik krl lagi,Negative,9.998.530.149.459.830,0
jadi pedagang pasar dari rangkasbitung ke jakarta solusinya pakai transportasi umum apa kak yang murah kalau enggak naik krl toh pihak krl commuter line juga mengizinkan aktivitas ini di jam tertentu jadi jangan sok eksklusif krl tuh transportasi umum untuk semua kalangan,Positive,8.290.004.134.178.160,2
nih ye goblok tv 43 ini lu mengapai bawa-bawa perasaan ada gosend lalamove kom lu ngide naik krl,Negative,9.998.400.211.334.220,0
naik grab mbak jangan naik krl kalo mau nyaman pengennya byr murah fasilitas mantap lukh,Positive,9.991.439.580.917.350,2
fuck you sender anjg tersendat pakai base beginian selama duit lo cuma bisa naik krl enggak usah sok beda level anjing,Negative,9.997.816.681.861.870,0
jahat banget anjir krl tuh transpot murah dan semuanya berhak naik krl tuh bapak2 mencari nafkah lagipula namanya naik krl rame kayak sarden ya risiko bau ini itu kgk ada pedagang juga sudah pada bau ketek sama sikil karena beragam jenis manusia apalagi habis pulang kerja,Positive,999.859.094.619.751,2
kalo naik kereta rangkas bitung pasti selalu bareng pedagang kayaknya baru baru ini saja kan diganti jadi krl bukan pakai lokomatif lagi,Positive,9.975.583.553.314.200,2
nih yang komen ngelanggar aturan karena bawa barang banyak enggak mikir apa kalau naik krl ada pintu masuk dan dijaga petugas kalau dari awal ngelanggar ya pasti pedagang ini enggak bakal bisa masuk apalagi ke dalam mobil sudah pikiran jahat tolol pula,Negative,9.998.488.426.208.490,0
najis sendernya masih naik krl juga buat commute,Neutral,9.995.810.389.518.730,1
pengin dikasih bunga juga tapi pulang ngedate aku naik krl kereta lokal auto jadi bunga geprek entar,Neutral,9.953.832.030.296.320,1
lagian pedagang itu juga bawa barang dagangannya pagi2 tapi bukan siang atau sore yang mana jam sibuk biasanya lu juga enggak ketemu mereka baru sekali lu naik krl pagi buta langsung berasa kayak princess,Neutral,9.990.354.776.382.440,1
gue curiganya sih pengirim ini kampungan dulunya kagak pernah naik krl terus ngerantau ke jakarta atau ya terpaksa naik krl ngemat dana shock dia lihat beginian padahal jaman belum diperbaikin itu kereta2 pedagang2 begini transportasinya ya kereta sama-sama masih perlu krl saja belagu,Negative,9.998.583.793.640.130,0
lu enggak pernah merasai naik krl jaman belum dipermak ya maaf banget tapi lu kampungan dan enggak ada empati sesama manusia lu kalo enggak mengerti fungsi krl sebagai transportasi umum itu apa mending naik ojol saja sana bebas dari yang beginian masih perlu krl saja belagu lu,Positive,9.998.505.115.509.030,2
dan jangan naik transum kayak krl mrt bus kalo endingnya mengeluarkan omongan jahat kayak begini like lo tuh sama sama kelas pekerja punya kaca enggak sih di rumah lo sama tuh orang yang lo hujat sama sama cari duit heran orang enggak punya adab begini kok bisa keterima kerja sih,Negative,9.998.266.100.883.480,0
hai kak untuk menuju universitas katolik indonesia atma jaya kakak dapat naik krl commuterline dari stasiun krl bogor menuju stasiun krl sudirman dari stasiun krl sudirman jalan kaki estimasi 5 menit ke stasiun mrt dukuh atas bni tersambung melalui jembatan,Neutral,9.993.714.690.208.430,1
bilangnya bikin diskriminisi itii gimini tapi menyebut-nyebut harta munafik banget ajg kalo enggak mau desek2an mah naik taksi sekalian tuh langsung private kenapa malah naik krl enggak mampu naik taksi jual saja tuh laptop nya biar mampu naik taksi najis,Negative,999.855.637.550.354,0
karena aku tau akan seperti itu tiap mau bepergian aku sudah plan mau naik krl atau tj sambung apapun aku enggak mau setres di jalan,Negative,9.969.896.078.109.740,0
naik krl pas weekend tuh benaran bikin dongkol kursi yang harusnya bisa buat 2 3 orang dipakai bocil buat tiduran giliran ditegur maknya masa mengomong anaknya nanti rewel kak lah tolol,Negative,9.998.419.284.820.550,0
sendernya mengapai sih naik krl sewa kost atau apartemen saja atuh dekat kantor kan masalah kamu selesai enggak harus desek desekan karena bau,Positive,9.993.403.553.962.700,2
nder kamu baru baru kah naik krl ini mah wajar banget apalagi kalo dari pasar senen jatinegara tuh kamu bakal sering lihat para pedagang bawa belanjaannya kamu dan mereka tuh sama sama kerja dan cari nafkah enggak usah kerasa superior kalo enggak nyaman jangan naik angkutan umum,Positive,9.961.639.642.715.450,2
kamu sekarang sudah enggak naik krl lagi dong ya wkwkw aku sudah enggak bisa modus menunggu kamu di pada ranji,Negative,9.984.923.601.150.510,0
pusing banget anjin naik krl wiken,Negative,9.998.515.844.345.090,0
kak ini kayak miskin 1 bawa mobil dong kenapa harus susah naik krl desek an dan bau kenapa macet lah itu lo berangkat pagi kan 2 kalo lo tetap masih mau naik krl krl kan kursi banyak pintu enggak cuma 1 kenapa harus memilih pintu itu ini sudah miskin tolol goblog,Negative,9.998.613.595.962.520,0
dulu tahun 2011 kerja di kota naik krl gelap lampu rusak ah sedih banget commuter sekarang sih sudah enak banget gua bilang sih,Negative,9.995.877.146.720.880,0
tarif krl up tapi 3 0 7 0 cmiiw dan ada saja orang yang ngeluh kayak begini kalau semisal mau nyaman dan tenteram coba naik kendaraan pribadi saja mas mbak kasar sok kasar,Negative,9.998.654.127.120.970,0
salah satu tipe penumpang krl yang aku sebelin selain yang enggak mengasih kursi ke manula adalah yang pesan ojol padahal masih di dalam atau baru keluar gerbong lo bikin motor mengantri di pinggir jalan dan jadi macet menyusahkan driver masih naik krl jangan sombong sih kata aku,Negative,9.996.634.721.755.980,0
entar kalo disebut enggak usah naik krl ngamuk,Negative,9.995.684.027.671.810,0
ya allah bisa bisanya ada yang mikir begini malah kalo subuh naik krl green line rasanya selalu pengin bantuin mereka nurunin dagangannya atau malah gue bawain lagi sampai kereta transit misal mereka pindah kereta pernah dikasih bangku juga sama mereka padahal mereka lebih capek dari gue,Positive,9.981.634.020.805.350,2
naik krl kah memang,Neutral,993.273.138.999.939,1
pas masih kecil pernah naik krl ini dan momen canggung di dalamnya ayam hidup pedagang tahu asongan cangcimen pengemis ngesot dll ada permen karet menempel di lantai aroma di dalam gerbong sangat nano nano,Positive,9.953.482.747.077.940,2
dari stasiun bogor silakan naik krl turun di stasiun jakarta kota lalu berjalan kaki menuju halte kota naik transjakarta koridor 1 arah blok sama turun di bendungan hilir,Neutral,9.996.436.834.335.320,1
bisa bisanya lu naik krl mengomong begini naik saja gojek grab atau apapun itu biar enggak keganggu sudah tau naik transport publik laga lu astaga lu sama pedagang itu sama sama sama cari rejeki lagian gerbong juga banyak tinggal geser saja cari yang lowongan memang dasarnya julid lu,Negative,9.990.942.478.179.930,0
guys info dong kalo dari stasiun bogor mau ke universitas katolik atma jaya dari bogor naik krl terus bisa naik apa lagi ya tj atau mrt turunnya dimana dan lanjut apa begitu mohon infonya,Neutral,9.936.218.857.765.190,1
kalo enggak mau berdesakan sama orang naik kendaraan pribadi saja kak mereka naik krl juga bayar tarif yang sama kayak kamu,Negative,9.982.120.990.753.170,0
banyak banyak naik krl dari st tanah abang nder,Neutral,9.996.397.495.269.770,1
hari ke 1 naik krl ya kak,Neutral,9.989.545.345.306.390,1
kamu naik krl dulu ke balapan solo terus jalan lewat jembatan yang ke arah terminal tirtonadi di terminal nanti ada bus yang ke arah ponorogo nder,Neutral,9.988.473.653.793.330,1
jadi takut difoto begini kalo aku pas pulkam karena kalo mau pulkam kudu naik krl bawa koper gede,Negative,9.830.960.035.324.090,0
kalau mau nyaman dan sopan ya naik mobil pribadi saja dong enggak usah krl kocak memang,Negative,6.157.834.529.876.700,0
naik lamborgini saja nder mengapai naik krl banyak mau lu kayak pemerintah,Negative,9.996.565.580.368.040,0
wah sekali nya naik malah ke tahan di manggarai krl ke nya kotl,Negative,9.996.789.693.832.390,0
cupu lo nder beraninya ngesalty di menfess enggak usah sok iye jadi orang pepek masih naik krl saja belagu amat naik kendaraan pribadi saja kalo merasa sih paling wangi,Neutral,9.838.395.118.713.370,1
betul hehe tadi gue googling petani naik krl dari stasiun apa dari hasilnya lanjut googling rangkasbitung ke tanahabang naik krl berapa lama hasilnya 90 120 menit jadi kalau ybs naik kereta pertama krl akan tiba di tanahabang paling cepat jam 05 30 dan itu sudah terang,Negative,9.829.803.705.215.450,0
tapi setauku pedagang memang boleh naik krl cuma yang subuh enggak tau kalo pagi begini,Negative,989.092.230.796.814,0
atau mungkin belum pernah naik kak penataran surabaya malang atau krl jabodetabek ekonomi jaman sebelom pak jonan masuk kumpul sama kambing bjir wkwkwkwk,Neutral,9.975.737.929.344.170,1
kita yang menengah ngepas ini tv 55 inci nya diantar toko lah ini bawa naik krl karena mau hemat tapi geli lihat pedagang deh berasa konglo banget kah,Negative,9.997.056.126.594.540,0
kamu kalo banyak duit jangan naik krl ya sudah tau transportasi umum pakai saja transport pribadi biar nyaman,Neutral,9.337.144.494.056.700,1
kalo bawaan segede2 itu gaboleh naik krl harus naik gocar kalo itu ada di posisi lu dan dilarang naik krl pasti langsung ngetwit seolah-olah akan lu yang paling merugikan,Positive,999.849.796.295.166,2
gue yang tolol ya naik krl kagak naik2 ragu ragu mulu,Neutral,9.997.813.105.583.190,1
memang boleh ya ya boleh lah kenapa enggak kalo lu enggak mau ya naik taksi sana jangan krl kocak,Negative,9.947.733.283.042.900,0
apa sih tolol ya lo kalo enggak mau desak an sama mereka berangkat siang lah sudah tau kalo pagi dari rangkasbitung pasti pada bawa dagangan amp memang itu hak para pedagang buat naik krl ngangkut dagangan nya,Positive,9.990.142.583.847.040,2
naik mobil pribadi saja besok2 enggak usah naik krl apalagi krl pagi norak banget kelihatan baru naik krl ya wkkwkwkw,Negative,9.997.982.382.774.350,0
ini kayaknya sih pengirim enggak pernah naik krl pagi keberangkatan awal ya norak banget deh,Negative,9.998.396.635.055.540,0
naik kereta lokal surabaya sda rasanya pengin muntah gerah banget ac nya enggak kerasa kalo dibanding naik krl jauh milik krl gue rasanya,Negative,9.759.384.989.738.460,0
ini sih padahal sama-sama naik dengan biaya yang sama duitnya cuman mampu naik krl saja belagu kalau mau nyaman naik mobil sendirilah itupun mereka cuman boleh naik kereta pertamakok jahat banget,Positive,9.998.724.460.601.800,2
lu 11 12 kayak orang yang kemarin foto pramugara i kai bodoh lu bawa banyak barang apaan sih isinya rumah lu bawa alay banget anjir kayak enggak ada gerbong lain saja enggak usah merasa jadi ratu kalo masih naik krl nder,Negative,9.998.347.759.246.820,0
wkwkwk lu kalo mau berangkat kerja yang nyaman wangi pakai saja kendaraan sendiri sesama pencari nafkah dan naik transum kok ribet banget lu toh para pedagang ini juga naik krl di pemberangkatan pertama dan lu bisa banget pindah gerbong lain kalo enggak nyaman,Neutral,9.997.755.885.124.200,1
tampaknya foto diambil pas turun enggak ada yang bisa dipasang dari foto ini ybs naik dari stasiun apa menempuh perjalanan berapa puluh menit di krl dari stasiun keberangkatan sampai turun sekarang jam 05 20 wib sudah terang kereta pertama jam 04 00 bahkan 04 25 tergantung rute,Neutral,8.392.297.029.495.230,1
khusus pedagang pasar ada waktu tertentu yang diperbolehkan untuk naik krl dengan barang bawaan banyak kalau kamu merasa bau bisa pindah ke kereta lain pintu keretanya juga banyak enggak cuma satu transportasi umum itu milik semua kalangan warga biasa kelas pekerja,Negative,4.834.508.001.804.350,0
setuju banget pernah di solo iseng coba naik bst petugasnya baik dan selamat datang banget sama pedagang begini dan penumpang yang lain juga enjoy eh giliran di krl malah disalty ini sedih semoga diberi hati yang luas ya,Negative,9.995.772.242.546.080,0
nama nya juga transportasi umum padahal lo sama saja bapak kayak itu sama sama cari duit beda nya cuma di pakaian doang besok besok lo kalo enggak mau bau naik mrt saja enggak usah naik krl kalo sok iye atau perlu lo bawa kendaraan sendiri,Negative,9.997.103.810.310.360,0
tips biar hapal dari aku pelototin terus peta rute krl tiap naik kereta,Neutral,999.439.537.525.177,1
iya gue pengennya krl isinya orang bijaksana karena berbagi ruang dengan orang lain pernah ada anak punk naik belum mandi kali hari baunya kecium 1 gerbong bukan itu definisi angkutan umum nyaman yang gue mau dan mereka akhirnya turunin tapi balik lagi visi krl mau bagaimana,Negative,9.989.025.592.803.950,0
kadang-kadang kamu harus memakai sepatu seseorang juga coba switch ada enggak ya terbesit kira kira bapak itu dalam pikiran nya melihat mbak nya yang ngantor bawa laptop wangi bersih kenapa masih naik krl kalo bapaknya mengomong kayak begitu dijamim mbak mas sendernya tersungging,Negative,7.751.582.860.946.650,0
ambil murah kalo berdua soalnya disc 50 gratong sopfood sekarang murah kalo sendiri atau banyak sekalian soalnya ada disc 50 min belanja 100k gojek makin berlangganan malah tambah buntung enggak ada diskon sudahlah ongkirnya sering enggak ngotak plusnya cuma bisa buat naik krl,Positive,9.911.038.875.579.830,2
dagangan mereka bisa bayarin laptop lo tuh kayanya lain kalo naik taksi jangan naik krl kalo enggak mau bau,Positive,994.193.971.157.074,2
harusnya lu bersyukur ya nder kerja bawa laptop enggak kayak pedagang yang lu foto harus bawa dagangan berat naik krl pikmi banget jadi orang kalo enggak mau desek an beli mobil sana,Negative,9.339.251.518.249.510,0
jadi dari st jatinegara naik krl arah mana min,Neutral,9.996.875.524.520.870,1
lo kalo mau eksklusif enggak desek desekkan naik mobil patwal saja duit lo kan banyak jangan naik krl kalo enggak mau ketemu sama berbagai macam penumpang,Negative,9.994.391.798.973.080,0
iya terima kasih pendapatnya sebenarnya aku ke trigger twt kakaknya bagian dilarang menghardik orang yang lagi kesempitan rezeki menurutku pedagang yang naik krl jangan di cap lagi kesempitan rezeki mungkin banyak pertimbangan pilih krl menghindari macet dll overal twtnya bagus kok perdamaian,Positive,995.492.696.762.085,2
sok sokan banget lu masih naik krl juga semuanya juga lagi mencari nafkah kali emgnya lu doang,Negative,9.998.451.471.328.730,0
yang bertahan hidup enggak cuman lu ya monyet telanjang dengan ketidaknyamanan makanya tiap naik transum apalagi krl pas jam sibuk gue selalu tahan2 untuk enggak teriak woy sudah penuh woy sempit jangan dipaksa karena yakin orang lain tuh juga punya kepentingan,Negative,9.997.029.900.550.840,0
kalo ke moi naik krl rutenya kemana kak,Neutral,9.984.149.932.861.320,1
semangat yang ke cf naik krl,Neutral,9.993.981.122.970.580,1
kalo lihat yang pedagang begini naik krl busway malah jadi ladang bersyukur enggak sih dan mendoakan mereka biar dagangannya laku,Neutral,7.025.206.089.019.770,1
kelihatan banget baru pertama kali naik krl green line jam 4 subuh wkwk,Negative,9.228.677.749.633.780,0
aku tiap lihat yang begini suka langsung sedih apalagi sudah orang tua banget jujur ​​aku suka naik kereta juga mau itu krl mrt atau kereta apapun itu mereka juga mungkin malu membawa barang sebanyak itu tapi mereka juga berjuang mencari nafkah buat keluarga nya kak,Positive,9.930.883.049.964.900,2
kalo dipikir pikir mah naik krl sama pedagang atau bukan tetap saja sih bakal nyium bau bauan apalagi bau ketek awokawok lagian ini sendernya sebelum ngetwit begini kira-kira sudah mencari tau belum ya kalo kai lagi ngusahain buat khusus buat petani atau pedagang begitu,Negative,9.992.140.531.539.910,0
mending mbak nya yang enggak usah naik krl deh pakai ke kendaraan pribadi saja,Negative,9.924.115.538.597.100,0
lah tau naik krl mah tadi bareng saja wkwk,Neutral,8.806.613.683.700.560,1
siang min kalo naik krl dari st jatinegara ke tanah abang perlu transit pindah kereta di manggarai dulu enggak ya,Neutral,997.296.154.499.054,1
lah gua naik krl pagi jalur biru kagak boleh ah kayak begini dari yang sitasi orang lain juga bilangnya cuma jalur hijau keberangkatan pertama kan ya wajar saja dong kalau gua bilang melanggar aturan gua bawa pembeli dua saja waktu itu di tegor satpam,Negative,9.995.524.287.223.810,0
lu saja masih naik krl blok,Negative,9.995.589.852.333.060,0
naik krl sekali di jam pagi deh ini memang hal wajar kok kalau pemberangkatan pertama,Neutral,9.899.417.757.987.970,1
sudah pernah dispill kai mereka mau buat jaringan kereta dan jadwal khusus pedagang plek kayak di china ini tapi dihujat sama netizen buang buang anggaran pedagang enggak seberapa naik kereta mending tambah gerbong krl buat umum googling saja setolol itu sdm indonesia,Negative,9.995.759.129.524.230,0
manusia model begitu hampir 100 bisa ane jamin belon pernah naik krl jaman sebelum tahun 2009,Negative,9.550.284.743.309.020,0
makanya benci banget lihat orang yang masih memikirkan pengin nyaman naik krl ya naik taxi saja sono kalo mau nyaman,Negative,9.998.757.839.202.880,0
gue rela kejepit2 orang walau badan pada memar2 biru karena apa ya karena paham mereka juga sama-sama berjuang sudah enggak memikirkan nyaman lagi lah kalo naik krl tuh yang penting sampai tujuan saja bahkan kelas sudah penuh pun gue masih berusaha mepetin diri lagi biar orang masih bisa naik,Positive,9.998.027.682.304.380,2
sudah lama enggak naik krl shock jujur,Neutral,9.997.066.855.430.600,1
bantu jawab naik krl turun di stasiun cisauk terus lanjut gojek saja ke ice bsd,Neutral,9.996.837.377.548.210,1
mampus enggak ada yang membela wkwkwk lagian kalo mau nyaman ya jangan naik krl lah blogh nih sama saja kayak orang-orang yang ngomel karena kedesek2 di dalem krl kalo mampu baru naik krl enggak usah banyak bacot,Negative,9.997.922.778.129.570,0
ya namanya juga umum buat lolot lu kalo mau naik ojol saja sono eh tapi lu mampu nya cuma bayar krl kan ya makanya gosah belaga kayak deh kalo masih miskin mah sama sama manusia napak tanah lah anjing memang cuma lu doang yang kerja,Negative,9.998.714.923.858.640,0
krl itu umum milik bersama mau nyaman mah naik gocar lu kalo protes enggak nyaman langsung saja kirim ke pt kai lagian pt kai juga sudah berusaha dan mulai menyediakan kereta gerbong khusus pedagang dan petani mendidik diri sendiri dan jangan egois kecuali kamu dilecehkan,Negative,9.979.755.282.402.030,0
alternatifnya paling harus jalan bang turun di juanda terus jalan dikit ke halte antara istiqlal sama katedral naik tije 1p kalau krl opsinya cuma itu soalnya yang berhenti di senen cuma yang dari arah jatinegara saja,Neutral,9.556.323.885.917.660,1
makanya main main ke stasiun rangkasbitung pas subuh pagi buta biar lebih membumi pola pikirnya itu bisa dilihat langit belum terlalu terang lampu krl nyala tandanya masih pagi buta pedagang boleh naik krl dengan bawaan yang melebih batas krl itu sangat membantu mereka,Positive,9.944.218.993.186.950,2
seru banget naik krl dan tj pakai qris tap sat set sat set omaga aku menyukainya,Positive,999.688.982.963.562,2
enggak heran indonesia susah maju orang kayak sender masih ada padahal di negara lain pedagang biasa naik kereta jangankan krl mereka naik mrt bahkan,Negative,9.996.610.879.898.070,0
kamu naik krl pemberangkatan pertama kah makanya merasa enggak nyaman,Negative,9.998.586.177.825.920,0
tapi bagi saya jumlah pnp yang naik turun di halte bus jalur tersebut tidak cukup dibandingkan pnp yang transit di halte brt atau naik turun di titik antarmoda lainnya mis st krl jadi modifikasi tersebut masih bisa dijustifikasi sekian opini dari saya menurut kalian bagaimana,Neutral,9.922.440.648.078.910,1
sudah tau bawa laptop dan segambreng alat tempur kerja lu memilih naik krl minimal mah naik motor atau taksi sih kalo enggak mau ribet laptop lu tinggal kantor saja biar dijalan pas pp lu enggak jadi pepes kalo enggak mau bareng pedagang lu bawa tuh kendaraan sendiri kocak,Negative,9.989.004.135.131.830,0
dulu pas krl belum seketat sekarang dan masih ada eko banyak yang bawa kardus besar termasuk bpk gue cz saat itu enggak muat naik motor n belum mampu nyewa mobil box terus pas krl dilarang bawa barang besar aduh sedih banget enggak bisa belanja banyak buat dijual jadi harus sedikit cuma boleh handcarry,Neutral,9.995.734.095.573.420,1
lu mampu beli laptop kan yaudah ngojek saja sono atau gocar sudah tau naik transum murah masih komplen saja dpikir krl punya bapakmu apa,Negative,9.985.999.464.988.700,0
anak kelahiran 20an ya apa kabar lu kerja jaman krl masih model jadul naik kereta jam 5 pagi bareng yang jualan sayur bareng yang bawa kursi bambu bareng bawa kambing 2 3 ekor belum kalo hujan kelar hidup lu jadi orang napak bumi enggak usah pasang emot mual juga,Negative,9.996.498.823.165.890,0
ya lo gabole sebel itu transportasi umum anjir kalo lu ngrasa punya duit lebih mengapai naik krl yang memang murah meriah,Negative,6.972.417.831.420.890,0
kok naik krl,Neutral,999.482.274.055.481,1
bisa pesan lalamove kenapa naik krl kocak,Negative,9.994.557.499.885.550,0
mungkin itu pengirim belum pernah naik krl krd atau kereta odong2 dari cikampek jaman seblum jonan jadi dikit2 ngeluh memfoto padahal tinggal menikmati saja sama-sama kalo perlu bantu dagangannya kalo dia jual makanan,Positive,8.768.376.111.984.250,2
ya modal lah naik ambil atau kirim ekspedisi kargo banyak pilihan mengapai lu bawa naik krl,Negative,9.933.254.718.780.510,0
nder lu naik krl bukan mrt even mrt saja juga itungannya transportasi umum kalo enggak mau desek desekan naik taksi atau ojol saja,Negative,9.960.092.306.137.080,0
makanya bawa kendaraan sendiri kocak aneh orang naik krl juga bayar dimana otaknya,Negative,9.997.642.636.299.130,0
dih berasa ok banget nih sendernya tau enggak lo pedagang cuma boleh naik krl beserta barang2nya itu di krl pertama doang kalo lu enggak mau barengan mereka naik taxi sana apa enggak beli mobil atau pindah kereta saja ribet lu akh,Negative,996.269.941.329.956,0
aduh warga yang baru pertama kali naik krl kah,Negative,9.998.507.499.694.820,0
ya boleh lah krl bawa dagangan begini yang enggak boleh naik krl tuh lo yang julid nyinyir ke pedagang lagi cari nafkah ribet lu,Negative,9.996.933.937.072.750,0
kayaknya bisa ngompol soalnya naik krl tambah dingin,Positive,5.525.590.777.397.150,2
ih iya lagi aku pas chagee itu hampir pingsan gara gara berdiri sambil desek desekan kelamaan kalo mau ketemu di cawang yang ada lrt krl itu kak apa ya namanya anjir aku lupa soalnya aku naik lrt dulu baru lanjut tj dari situ,Negative,9.991.812.109.947.200,0
yaelah masih sama-sama naik krl juga lagian mereka lagi kerja juga kayak lo cuma beda saja enggak usah begitu lah nder hadah,Negative,9.995.145.797.729.490,0
napak tanah nder kalo kamu merasa diatas mereka harusnya kamu enggak naik krl tapi mobil pribadi mereka itu sama juga kayak kamu pekerja buat mencari duit bedanya di cara berpakaian saja lagipula kamu enggak update banget kan memang krl pemberangkatan pertama bisa dipakai buat pedagang,Negative,9.998.427.629.470.820,0
boleh tapi orang kayak lo mending naik langsam saja deh kagak usah krl timbang begini doang rewel naik burok saja,Negative,9.998.658.895.492.550,0
cung yang pernah naik krl jabotabek pas masih kayak begini,Neutral,6.268.885.135.650.630,1
lu masih naik krl rumahlu masih di daerah tepi kita sama-sama kaum proletar enggak usah belaga kayak kerja lu di scbd rumah senopati tiap hari diantar supir duuh kocak namanya transportasi umum enggak mau desek2an lu naik mobil enggak usah ngeluh macet,Negative,9.938.212.037.086.480,0
undip anak jakarta dan sekitarnya ada yang sering naik krl enggak disini sender mau tanya-tanya lewat dm bolehh,Neutral,9.995.143.413.543.700,1
makanya lu beli rumah dekat cbd biar kagak usah naik krl dipikir mereka sebenarnya mau harus bawa dagangan sayur terus berangkat pagi banget itu terpaksa demi menghidupi keluarganya kalo enggak bisa menghargai usaha orang minimal diam,Positive,9.995.779.395.103.450,2
nih sendernya mengerti esensi transportasi umum gasi ya memang buat umum itu siapa pun itu berhak naik selaga enggak bikin onar kriminal makanya kalo mau nyaman jangan naik krl yang murah lu pesan sono ojol atau bawa kendaraan sendiri belum kayak saja sudah sombong begitu sih nder,Negative,9.994.398.951.530.450,0
lu kalo enggak pernah naik krl diam saja deh krl itu kalo pagi2 tapi memang isinya pedagang2 pasar apalagi green line rangkasbitung tanah abang,Negative,9.998.131.394.386.290,0
semalem pulang kerja around jam 8 malam naik krl dari universitas pancasila masa ada anak anak sekolah bikin huru hara kayak aksi begitu kayanya ada pemukulan juga atau baru mau dipukul sampai dilerai penumpang disana terus dipanggil petugas keamanan,Negative,9.996.838.569.641.110,0
orang-orang kenapa yhh kemarin pramugara pramugari duduk sebelah disaltyin sekarang pedagang naik krl juga kena,Neutral,9.997.392.296.791.070,1
tapi jujur ​​masa kecilku bahagia loh kalo di ​​ajak naik ini jaman dulu itu karena banyak yang jual jajanan dan suka naik krl karena lebih cepat sampai dari naik bis,Positive,9.995.155.334.472.650,2
lagi mengapai gila bawa tv 43 naik krl goblog,Negative,9.997.860.789.299.010,0
pantas enggak kaya2 baru bisa naik krl saja sudah begini,Neutral,9.990.513.920.783.990,1
stres gue lihat komentar orang orang begini mulu dari kemarin memang yang boleh naik krl cuma yang bawa laptop doang kah heran,Negative,9.998.242.259.025.570,0
gue cuma menanyakan ke kalian dengan enteng nya kesimpulan bapak itu miskin gara-gara naik krl dengan membawa barang jualan yang banyak karena kalian cuma bersandar kemungkinan dan bisa jadi gue juga menggunakan hal yang sama gue deh jelasin dari reply sebelumnya yang banyak,Negative,9.998.371.601.104.730,0
ini juga sudah salah tolol pula statementnya kalo bapaknya gaboleh masuk ke krl mengapai dia repot sampai nyeret tuh dagangan naik turun eskalator tangga menunggu didepan peron otak dipakai makanya bang tuh satpam didpn pintu masuk kan ada lu enggak pernah naik krl ya makanya sotau,Negative,9.997.010.231.018.060,0
lihat mutss yang lagi otw teringat tiap ke cf naik krl pasti ketemu warga dengan segala printilan anak anaknya terus bisa langsung nebak pasti mau ke cf juga ini,Positive,9.901.224.970.817.560,2
yaudah pembuktian yang lu sampaikan juga tidak ada dasar nya apa betul bapak itu sendiri baju oreng atau hoodie apa betul mereka adalah pedagang nya bukan karyawan pedagang asli nya apa betul apa-apa mereka selalu naik krl yang dimana foto nya sekali saja,Negative,9.996.857.643.127.440,0
coba konteksnya di bapak itu alhamdulillah kalo dia memang orang kayak tapi lu lihat enggak dia sendirian bawa barang segitu banyak pulang pergi gotong2 kagak ada yang bantuin berarti memang perputaran uangnya enggak sebesar itu jadi dia apa-apa sendiri ngerintis usaha naik krl,Negative,9.871.088.266.372.680,0
